date,account,asset_symbol,asset_type,sector,units_held,unit_price,market_value,roi,dividend,annualized_roi,holding_days
2023-08-15,Account B,XOM,mutual fund,Tech,6.81,468.88,3193.07,-0.0,4.6,-0.0,651
2023-06-01,Account B,XOM,stock,Tech,49.67,115.12,5718.01,0.18,1.86,18.0,726
2023-05-11,Account B,XOM,stock,Consumer,20.23,1143.68,23136.65,0.26,4.75,26.0,747
2023-03-15,Account B,TSLA,crypto,Energy,29.28,567.83,16626.06,0.19,0.0,19.0,804
2023-10-08,Account B,TSLA,mutual fund,Tech,13.3,867.91,11543.2,-0.02,3.28,-2.0,597
2023-09-15,Account B,TSLA,crypto,Tech,12.78,327.81,4189.41,0.26,0.0,26.0,620
2023-12-25,Account B,TSLA,stock,Consumer,5.99,783.64,4694.0,-0.09,0.19,-9.0,519
2023-10-31,Account B,TSLA,crypto,Tech,2.76,304.07,839.23,0.23,0.0,23.0,574
2023-10-25,Account B,TSLA,stock,Energy,14.84,1428.17,21194.04,0.09,2.18,9.0,580
2023-06-04,Account B,TSLA,mutual fund,Tech,29.42,799.21,23512.76,0.18,1.41,18.0,723
2023-06-16,Account B,TSLA,stock,Tech,18.3,1346.44,24639.85,0.27,4.46,27.0,711
2023-01-03,Account B,TSLA,mutual fund,Healthcare,21.55,1181.53,25461.97,0.04,2.49,4.0,875
2023-07-20,Account B,TSLA,crypto,Consumer,11.03,907.14,10005.75,-0.11,0.0,-11.0,677
2023-04-17,Account B,TSLA,crypto,Healthcare,17.25,1289.79,22248.88,-0.1,0.0,-10.0,771
2023-07-10,Account B,TSLA,crypto,Energy,4.49,150.06,673.77,0.27,0.0,27.0,687
2023-01-23,Account B,TSLA,mutual fund,Healthcare,25.84,643.65,16631.92,0.21,4.18,21.0,855
2023-04-14,Account B,TSLA,mutual fund,Tech,17.28,1055.75,18243.36,0.19,3.27,19.0,774
2023-01-04,Account B,TSLA,mutual fund,Finance,8.43,1320.03,11127.85,0.07,1.41,7.000000000000001,874
2023-03-12,Account B,TSLA,crypto,Energy,21.84,104.48,2281.84,-0.14,0.0,-14.000000000000002,807
2023-01-19,Account B,TSLA,stock,Finance,38.51,50.02,1926.27,0.01,2.61,1.0,859
2023-11-17,Account B,TSLA,crypto,Healthcare,3.68,1460.96,5376.33,-0.09,0.0,-9.0,557
2023-08-20,Account B,TSLA,mutual fund,Energy,15.91,490.72,7807.36,-0.08,0.01,-8.0,646
2023-12-28,Account B,TSLA,crypto,Consumer,36.74,1451.93,53343.91,-0.09,0.0,-9.0,516
2023-04-13,Account B,TSLA,mutual fund,Tech,33.49,1125.75,37701.37,0.22,2.11,22.0,775
2023-08-10,Account B,TSLA,crypto,Energy,15.84,521.68,8263.41,0.16,0.0,16.0,656
2023-02-17,Account B,TSLA,stock,Healthcare,41.02,313.34,12853.21,-0.01,4.51,-1.0,830
2023-12-23,Account B,TSLA,stock,Finance,40.53,1478.04,59904.96,0.18,1.97,18.0,521
2023-11-01,Account B,TSLA,crypto,Finance,29.94,1008.47,30193.59,-0.16,0.0,-16.0,573
2023-12-30,Account B,TSLA,crypto,Tech,27.68,1078.52,29853.43,-0.12,0.0,-12.0,514
2023-11-11,Account B,TSLA,mutual fund,Healthcare,39.25,896.47,35186.45,0.28,0.21,28.000000000000004,563
2023-11-20,Account B,TSLA,crypto,Finance,14.0,922.25,12911.5,-0.05,0.0,-5.0,554
2023-10-30,Account B,TSLA,crypto,Energy,36.01,1150.56,41431.67,-0.15,0.0,-15.0,575
2023-02-13,Account B,TSLA,mutual fund,Healthcare,26.18,787.89,20626.96,-0.02,4.66,-2.0,834
2023-05-08,Account B,TSLA,crypto,Consumer,41.55,1060.95,44082.47,0.16,0.0,16.0,750
2023-06-14,Account B,TSLA,mutual fund,Finance,23.62,1385.44,32724.09,0.15,3.64,15.0,713
2023-11-04,Account B,TSLA,stock,Tech,43.22,447.4,19336.63,0.2,0.98,20.0,570
2023-08-16,Account B,TSLA,stock,Healthcare,17.92,536.64,9616.59,0.29,4.28,28.999999999999996,650
2023-12-18,Account B,TSLA,mutual fund,Finance,35.36,1104.23,39045.57,0.08,4.74,8.0,526
2023-03-24,Account B,TSLA,crypto,Energy,25.32,601.75,15236.31,-0.12,0.0,-12.0,795
2023-10-14,Account B,TSLA,mutual fund,Energy,39.52,1114.94,44062.43,-0.01,0.13,-1.0,591
2023-03-13,Account B,TSLA,crypto,Energy,42.11,66.56,2802.84,0.15,0.0,15.0,806
2023-08-01,Account B,TSLA,crypto,Finance,48.54,684.61,33230.97,-0.08,0.0,-8.0,665
2023-10-23,Account B,TSLA,mutual fund,Consumer,35.54,1234.84,43886.21,0.07,4.84,7.000000000000001,582
2023-06-30,Account B,TSLA,stock,Energy,3.53,781.95,2760.28,0.16,4.31,16.0,697
2023-06-13,Account B,TSLA,crypto,Consumer,9.78,1210.01,11833.9,0.08,0.0,8.0,714
2023-06-21,Account B,TSLA,stock,Consumer,20.43,240.99,4923.43,0.23,0.79,23.0,706
2023-02-15,Account B,TSLA,crypto,Tech,16.18,470.57,7613.82,0.24,0.0,24.0,832
2023-09-19,Account B,TSLA,mutual fund,Finance,33.96,1205.19,40928.25,-0.07,3.12,-7.000000000000001,616
2023-08-18,Account B,TSLA,stock,Healthcare,29.02,1257.6,36495.55,0.25,0.06,25.0,648
2023-11-28,Account B,TSLA,crypto,Energy,34.03,125.16,4259.19,0.07,0.0,7.000000000000001,546
2023-05-28,Account B,TSLA,crypto,Finance,15.09,494.83,7466.98,-0.02,0.0,-2.0,730
2023-01-17,Account B,TSLA,mutual fund,Energy,31.44,534.37,16800.59,0.17,2.02,17.0,861
2023-09-02,Account B,TSLA,crypto,Finance,4.35,1186.45,5161.06,-0.06,0.0,-6.0,633
2023-06-08,Account B,TSLA,mutual fund,Consumer,22.21,1043.89,23184.8,-0.03,0.28,-3.0,719
2023-11-02,Account B,TSLA,stock,Healthcare,19.32,1419.45,27423.77,0.12,3.36,12.0,572
2023-09-24,Account B,TSLA,mutual fund,Tech,31.98,338.54,10826.51,0.01,3.75,1.0,611
2023-03-02,Account B,TSLA,mutual fund,Healthcare,5.97,452.89,2703.75,-0.06,2.16,-6.0,817
2023-10-27,Account B,TSLA,mutual fund,Finance,49.04,147.88,7252.04,0.06,0.9,6.0,578
2023-12-21,Account B,TSLA,crypto,Finance,48.56,214.29,10405.92,0.0,0.0,0.0,523
2023-02-19,Account B,TSLA,stock,Energy,37.16,1071.6,39820.66,0.01,1.73,1.0,828
2023-04-15,Account B,TSLA,mutual fund,Tech,20.48,433.2,8871.94,-0.1,2.42,-10.0,773
2023-06-25,Account B,TSLA,mutual fund,Healthcare,14.16,466.82,6610.17,0.13,4.84,13.0,702
2023-06-09,Account B,TSLA,stock,Tech,30.58,161.62,4942.34,-0.16,4.76,-16.0,718
2023-04-13,Account B,BTC,mutual fund,Energy,15.57,6431.95,100145.46,0.1,3.12,10.0,775
2023-02-19,Account B,BTC,stock,Finance,32.78,16776.72,549940.88,-0.19,4.83,-19.0,828
2023-04-18,Account B,BTC,mutual fund,Healthcare,13.29,40885.55,543368.96,0.15,3.05,15.0,770
2023-09-10,Account B,BTC,crypto,Energy,16.33,16994.68,277523.12,0.1,0.0,10.0,625
2023-06-22,Account B,BTC,mutual fund,Healthcare,43.44,56857.29,2190963.4994999995,-0.15,0.77,-15.0,705
2023-11-11,Account B,BTC,stock,Tech,47.29,44455.58,2102304.38,0.24,1.01,24.0,563
2023-08-10,Account B,BTC,stock,Finance,29.79,42367.24,1262120.08,0.14,2.04,14.000000000000002,656
2023-02-15,Account B,BTC,stock,Finance,1.75,35392.64,61937.12,-0.07,2.25,-7.000000000000001,832
2023-08-25,Account B,BTC,mutual fund,Consumer,47.92,24543.08,1176104.39,0.22,0.94,22.0,641
2023-08-30,Account B,BTC,stock,Tech,33.95,58643.41,1990943.77,-0.15,0.04,-15.0,636
2023-05-11,Account B,BTC,mutual fund,Finance,22.25,6464.9,143844.02,0.17,4.57,17.0,747
2023-06-09,Account B,BTC,stock,Consumer,22.27,16263.99,362199.06,0.02,3.62,2.0,718
2023-07-26,Account B,BTC,stock,Consumer,1.44,35777.79,51520.02,0.11,3.19,11.0,671
2023-06-17,Account B,BTC,crypto,Energy,12.86,43129.11,554640.35,-0.15,0.0,-15.0,710
2023-09-30,Account B,BTC,crypto,Consumer,10.76,52770.73,567813.05,0.17,0.0,17.0,605
2023-10-02,Account B,BTC,mutual fund,Tech,1.67,15654.2,26142.51,-0.09,1.35,-9.0,603
2023-03-22,Account B,BTC,mutual fund,Energy,13.13,4689.05,61567.23,0.03,3.66,3.0,797
2023-07-02,Account B,BTC,crypto,Consumer,30.73,40699.43,1250693.48,-0.16,0.0,-16.0,695
2023-11-17,Account B,BTC,mutual fund,Consumer,47.62,50471.02,2190963.4994999995,0.2,4.11,20.0,557
2023-08-31,Account B,BTC,mutual fund,Finance,46.7,33110.98,1546282.77,-0.1,3.08,-10.0,635
2023-01-06,Account B,BTC,stock,Consumer,37.4,44537.13,1665688.66,0.06,0.34,6.0,872
2023-04-04,Account B,BTC,stock,Energy,19.18,55325.23,1061137.91,0.09,2.69,9.0,784
2023-12-08,Account B,BTC,mutual fund,Tech,14.17,22738.49,322204.4,0.25,3.33,25.0,536
2023-11-27,Account B,BTC,stock,Tech,39.58,27806.38,1100576.52,0.12,1.24,12.0,547
2023-10-09,Account B,BTC,crypto,Tech,35.57,26228.48,932947.03,0.02,0.0,2.0,596
2023-01-02,Account B,BTC,stock,Healthcare,32.82,56240.56,1845815.18,-0.17,4.12,-17.0,876
2023-08-11,Account B,BTC,stock,Tech,15.33,27191.25,416841.86,-0.19,1.51,-19.0,655
2023-10-14,Account B,BTC,stock,Healthcare,25.63,4314.39,110577.82,0.05,4.64,5.0,591
2023-09-20,Account B,BTC,crypto,Finance,6.16,46102.0,283988.32,0.0,0.0,0.0,615
2023-09-12,Account B,BTC,crypto,Consumer,33.1,16353.96,541316.08,-0.12,0.0,-12.0,623
2023-06-28,Account B,BTC,stock,Energy,8.86,5159.02,45708.92,-0.11,3.32,-11.0,699
2023-01-25,Account B,BTC,stock,Finance,44.2,49033.42,2167277.16,0.14,0.55,14.000000000000002,853
2023-06-18,Account B,BTC,crypto,Tech,15.17,19278.61,292456.51,-0.08,0.0,-8.0,709
2023-12-25,Account B,BTC,stock,Finance,26.24,32597.68,855363.12,-0.02,1.77,-2.0,519
2023-10-11,Account B,BTC,stock,Healthcare,41.6,47568.28,1978840.45,-0.05,4.57,-5.0,594
2023-08-02,Account B,BTC,stock,Tech,47.69,20277.81,967048.76,-0.02,2.53,-2.0,664
2023-10-15,Account B,BTC,mutual fund,Finance,47.11,52702.85,2190963.4994999995,-0.15,1.96,-15.0,590
2023-04-09,Account B,BTC,mutual fund,Consumer,28.12,30684.82,862857.14,-0.1,4.29,-10.0,779
2023-10-27,Account B,BTC,mutual fund,Tech,34.17,50436.59,1723418.28,0.23,3.74,23.0,578
2023-06-15,Account B,BTC,mutual fund,Tech,22.52,37022.26,833741.3,-0.12,3.37,-12.0,712
2023-07-30,Account B,BTC,crypto,Tech,9.78,41943.03,410202.83,-0.09,0.0,-9.0,667
2023-11-10,Account B,BTC,stock,Consumer,6.76,10751.78,72682.03,-0.2,3.59,-20.0,564
2023-06-20,Account B,BTC,crypto,Tech,36.89,31381.07,1157647.67,-0.12,0.0,-12.0,707
2023-05-06,Account B,BTC,stock,Energy,5.09,2128.61,10834.62,-0.12,4.45,-12.0,752
2023-12-11,Account B,BTC,crypto,Tech,12.84,21902.01,281221.81,-0.15,0.0,-15.0,533
2023-01-09,Account B,BTC,stock,Healthcare,11.9,31634.25,376447.58,0.1,1.23,10.0,869
2023-06-03,Account B,BTC,mutual fund,Finance,3.83,24070.94,92191.7,-0.08,1.1,-8.0,724
2023-05-28,Account B,BTC,crypto,Consumer,48.03,37361.73,1794483.89,0.08,0.0,8.0,730
2023-10-17,Account B,BTC,stock,Consumer,21.37,26307.72,562195.98,0.07,3.48,7.000000000000001,588
2023-04-14,Account B,BTC,crypto,Consumer,35.41,11129.94,394111.18,0.05,0.0,5.0,774
2023-07-09,Account B,BTC,stock,Finance,21.19,52361.09,1109531.5,0.12,2.66,12.0,688
2023-12-23,Account B,BTC,crypto,Energy,6.65,36732.64,244272.06,-0.14,0.0,-14.000000000000002,521
2023-11-02,Account B,BTC,crypto,Healthcare,17.52,9427.68,165172.95,0.15,0.0,15.0,572
2023-02-17,Account B,BTC,mutual fund,Consumer,11.11,24119.7,267969.87,0.25,1.02,25.0,830
2023-01-29,Account B,BTC,stock,Consumer,25.88,25737.03,666074.34,-0.19,3.96,-19.0,849
2023-06-10,Account B,BTC,crypto,Consumer,4.38,28981.05,126937.0,0.08,0.0,8.0,717
2023-01-03,Account B,BTC,stock,Healthcare,31.79,41629.27,1323394.49,-0.07,0.05,-7.000000000000001,875
2023-04-06,Account B,BTC,stock,Finance,36.45,32603.74,1188406.32,0.22,4.11,22.0,782
2023-11-07,Account B,BTC,mutual fund,Tech,42.32,29620.58,1253542.95,-0.03,3.96,-3.0,567
2023-04-12,Account B,BTC,stock,Energy,23.11,11823.09,273231.61,0.23,4.41,23.0,776
2023-08-03,Account B,ETH,mutual fund,Finance,23.85,5466.28,130370.78,-0.01,4.02,-1.0,663
2023-05-16,Account B,ETH,stock,Healthcare,45.19,13004.89,587690.98,-0.17,4.39,-17.0,742
2023-12-15,Account B,ETH,stock,Energy,20.08,32963.9,661915.11,0.28,0.33,28.000000000000004,529
2023-06-07,Account B,ETH,mutual fund,Energy,32.77,5372.22,176047.65,-0.01,4.02,-1.0,720
2023-01-06,Account B,ETH,stock,Tech,22.24,59833.76,1330702.82,0.08,1.61,8.0,872
2023-06-25,Account B,ETH,stock,Consumer,11.79,21680.71,255615.57,-0.01,0.34,-1.0,702
2023-07-03,Account B,ETH,stock,Finance,19.11,28390.07,542534.24,0.16,3.28,16.0,694
2023-03-21,Account B,ETH,mutual fund,Consumer,35.73,1493.46,53361.33,-0.09,3.31,-9.0,798
2023-05-17,Account B,ETH,stock,Energy,24.72,1313.5,32469.72,0.2,3.86,20.0,741
2023-09-08,Account B,ETH,mutual fund,Energy,27.87,4921.34,137157.75,0.18,2.92,18.0,627
2023-07-15,Account B,ETH,stock,Finance,39.32,45353.07,1783282.71,0.2,2.59,20.0,682
2023-08-05,Account B,ETH,stock,Tech,7.88,40598.29,319914.53,0.11,3.71,11.0,661
2023-02-25,Account B,ETH,stock,Tech,9.32,12503.54,116532.99,0.25,3.75,25.0,822
2023-02-27,Account B,ETH,stock,Finance,45.5,45764.2,2082271.1,0.1,3.27,10.0,820
2023-11-02,Account B,ETH,mutual fund,Healthcare,44.57,35149.6,1566617.67,0.12,0.78,12.0,572
2023-07-16,Account B,ETH,mutual fund,Energy,24.22,43267.43,1047937.15,-0.06,1.01,-6.0,681
2023-01-26,Account B,ETH,stock,Tech,16.38,15248.54,249771.09,-0.09,2.12,-9.0,852
2023-10-04,Account B,ETH,crypto,Energy,45.48,30916.52,1406083.33,-0.11,0.0,-11.0,601
2023-12-29,Account B,ETH,mutual fund,Tech,4.77,42073.21,200689.21,-0.01,4.11,-1.0,515
2023-03-18,Account B,ETH,mutual fund,Healthcare,33.32,47978.25,1598635.29,-0.06,3.46,-6.0,801
2023-02-11,Account B,ETH,crypto,Energy,13.94,56405.04,786286.26,0.12,0.0,12.0,836
2023-02-26,Account B,ETH,stock,Finance,16.9,16901.2,285630.28,-0.1,3.47,-10.0,821
2023-05-25,Account B,ETH,stock,Consumer,11.72,36122.89,423360.27,-0.07,3.31,-7.000000000000001,733
2023-07-25,Account B,ETH,crypto,Tech,40.93,46903.49,1919759.85,0.18,0.0,18.0,672
2023-10-30,Account B,ETH,stock,Energy,10.2,6214.71,63390.04,0.15,1.84,15.0,575
2023-01-07,Account B,ETH,stock,Finance,22.18,2837.8,62942.4,-0.07,0.17,-7.000000000000001,871
2023-03-03,Account B,ETH,crypto,Energy,44.08,15360.4,677086.43,0.08,0.0,8.0,816
2023-01-28,Account B,ETH,crypto,Healthcare,2.91,40344.0,117401.04,-0.04,0.0,-4.0,850
2023-09-19,Account B,ETH,stock,Energy,45.0,53398.97,2190963.4994999995,-0.04,4.5,-4.0,616
2023-07-23,Account B,ETH,mutual fund,Tech,49.81,49699.52,2190963.4994999995,0.22,1.25,22.0,674
2023-03-23,Account B,ETH,mutual fund,Healthcare,29.26,4968.1,145366.61,-0.15,4.99,-15.0,796
2023-09-15,Account B,ETH,crypto,Healthcare,17.01,45142.85,767879.88,0.2,0.0,20.0,620
2023-08-24,Account B,ETH,stock,Energy,43.04,59860.07,2190963.4994999995,-0.08,0.2,-8.0,642
2023-07-05,Account B,ETH,crypto,Tech,21.15,8674.76,183471.17,-0.19,0.0,-19.0,692
2023-11-20,Account B,ETH,stock,Consumer,18.66,47240.56,881508.85,0.08,1.56,8.0,554
2023-11-30,Account B,ETH,stock,Energy,33.06,14689.07,485620.65,-0.19,3.82,-19.0,544
2023-07-27,Account B,ETH,crypto,Finance,31.56,45975.85,1450997.83,-0.18,0.0,-18.0,670
2023-11-13,Account B,ETH,crypto,Healthcare,42.02,37552.05,1577937.14,0.08,0.0,8.0,561
2023-02-05,Account B,ETH,stock,Energy,31.61,52001.56,1643769.31,0.09,2.9,9.0,842
2023-03-28,Account B,ETH,crypto,Energy,49.54,45647.08,2190963.4994999995,0.02,0.0,2.0,791
2023-03-31,Account B,ETH,crypto,Tech,35.66,23964.6,854577.64,-0.09,0.0,-9.0,788
2023-02-07,Account B,ETH,stock,Tech,30.25,55762.74,1686822.89,0.26,1.71,26.0,840
2023-03-09,Account B,ETH,stock,Healthcare,26.86,13486.52,362247.93,0.3,4.91,30.0,810
2023-07-14,Account B,ETH,crypto,Consumer,32.83,48460.43,1590955.92,0.16,0.0,16.0,683
2023-02-13,Account B,ETH,stock,Energy,30.06,4147.53,124674.75,0.03,3.37,3.0,834
2023-10-09,Account B,ETH,mutual fund,Finance,34.2,23014.23,787086.67,0.27,0.84,27.0,596
2023-10-31,Account B,ETH,mutual fund,Healthcare,25.52,41762.15,1065770.07,0.15,3.24,15.0,574
2023-11-26,Account B,ETH,stock,Energy,14.49,10216.19,148032.59,0.12,3.0,12.0,548
2023-01-09,Account B,ETH,mutual fund,Finance,9.79,42603.21,417085.43,0.03,3.34,3.0,869
2023-07-18,Account B,ETH,stock,Energy,42.03,11013.98,462917.58,-0.19,3.9,-19.0,679
2023-02-24,Account B,ETH,crypto,Tech,30.88,42278.73,1305567.18,0.22,0.0,22.0,823
2023-04-01,Account B,ETH,mutual fund,Consumer,40.34,57694.29,2190963.4994999995,0.07,2.44,7.000000000000001,787
2023-08-17,Account B,ETH,crypto,Consumer,20.69,10067.77,208302.16,0.09,0.0,9.0,649
2023-12-02,Account B,ETH,crypto,Consumer,14.57,55357.14,806553.53,0.09,0.0,9.0,542
2023-02-18,Account B,ETH,stock,Tech,30.05,21940.55,659313.53,-0.17,0.16,-17.0,829
2023-07-12,Account B,ETH,stock,Healthcare,21.74,5989.36,130208.69,0.1,4.4,10.0,685
2023-05-12,Account B,ETH,crypto,Consumer,44.26,39883.68,1765251.68,-0.09,0.0,-9.0,746
2023-12-03,Account B,ETH,crypto,Tech,43.29,53279.51,2190963.4994999995,-0.1,0.0,-10.0,541
2023-04-19,Account B,ETH,mutual fund,Finance,37.13,17904.65,664799.65,0.2,4.99,20.0,769
2023-12-28,Account B,ETH,stock,Tech,2.47,53944.59,133243.14,0.11,4.87,11.0,516
2023-07-28,Account B,VFINX,crypto,Consumer,23.79,1278.71,30420.51,-0.17,0.0,-17.0,669
2023-12-18,Account B,VFINX,mutual fund,Finance,17.43,147.17,2565.17,0.29,4.08,28.999999999999996,526
2023-02-16,Account B,VFINX,stock,Finance,42.77,1410.05,60307.84,-0.16,1.93,-16.0,831
2023-08-30,Account B,VFINX,mutual fund,Consumer,4.48,355.65,1593.31,-0.09,2.35,-9.0,636
2023-11-29,Account B,VFINX,mutual fund,Consumer,14.16,196.42,2781.31,-0.12,0.74,-12.0,545
2023-01-23,Account B,VFINX,mutual fund,Tech,48.68,1150.97,56029.22,0.28,2.2,28.000000000000004,855
2023-05-26,Account B,VFINX,mutual fund,Finance,14.64,1207.53,17678.24,-0.04,1.5,-4.0,732
2023-08-25,Account B,VFINX,mutual fund,Energy,12.39,238.03,2949.19,-0.07,1.78,-7.000000000000001,641
2023-04-12,Account B,VFINX,mutual fund,Healthcare,34.03,140.72,4788.7,-0.09,4.05,-9.0,776
2023-08-03,Account B,VFINX,stock,Consumer,8.2,546.84,4484.09,0.23,0.77,23.0,663
2023-08-14,Account B,VFINX,stock,Consumer,5.05,752.58,3800.53,-0.05,2.82,-5.0,652
2023-11-13,Account B,VFINX,mutual fund,Finance,40.39,248.87,10051.86,0.09,2.53,9.0,561
2023-09-30,Account B,VFINX,crypto,Tech,8.06,954.8,7695.69,-0.06,0.0,-6.0,605
2023-01-09,Account B,VFINX,stock,Tech,24.9,169.29,4215.32,0.03,1.53,3.0,869
2023-05-01,Account B,VFINX,crypto,Tech,41.3,132.62,5477.21,0.01,0.0,1.0,757
2023-04-18,Account B,VFINX,crypto,Consumer,23.46,1101.26,25835.56,0.09,0.0,9.0,770
2023-12-11,Account B,VFINX,stock,Consumer,33.69,1176.72,39643.7,0.23,1.57,23.0,533
2023-06-16,Account B,VFINX,crypto,Consumer,27.36,1268.16,34696.86,0.29,0.0,28.999999999999996,711
2023-07-06,Account B,VFINX,mutual fund,Energy,44.59,588.63,26247.01,-0.1,2.45,-10.0,691
2023-05-06,Account B,VFINX,crypto,Finance,37.34,764.23,28536.35,0.04,0.0,4.0,752
2023-02-27,Account B,VFINX,crypto,Tech,42.07,574.04,24149.86,0.23,0.0,23.0,820
2023-06-01,Account B,VFINX,crypto,Consumer,20.93,525.94,11007.92,0.03,0.0,3.0,726
2023-10-08,Account B,VFINX,stock,Healthcare,38.36,232.7,8926.37,-0.1,4.76,-10.0,597
2023-12-16,Account B,VFINX,mutual fund,Finance,9.6,873.2,8382.72,0.09,2.45,9.0,528
2023-05-19,Account B,VFINX,crypto,Consumer,32.59,383.25,12490.12,0.08,0.0,8.0,739
2023-03-27,Account B,VFINX,stock,Energy,19.24,1009.42,19421.24,-0.13,2.85,-13.0,792
2023-02-28,Account B,VFINX,crypto,Healthcare,10.08,454.03,4576.62,-0.09,0.0,-9.0,819
2023-04-07,Account B,VFINX,crypto,Tech,9.96,1247.28,12422.91,-0.06,0.0,-6.0,781
2023-08-16,Account B,VFINX,crypto,Healthcare,46.43,1456.39,67620.19,0.09,0.0,9.0,650
2023-08-05,Account B,VFINX,stock,Consumer,8.01,593.09,4750.65,0.2,1.84,20.0,661
2023-04-24,Account B,VFINX,crypto,Energy,5.26,857.34,4509.61,0.22,0.0,22.0,764
2023-10-28,Account B,VFINX,stock,Energy,40.0,303.93,12157.2,0.14,1.1,14.000000000000002,577
2023-03-02,Account B,VFINX,mutual fund,Healthcare,11.69,1317.4,15400.41,-0.08,1.32,-8.0,817
2023-02-08,Account B,VFINX,stock,Healthcare,1.03,1312.47,1351.84,0.2,3.14,20.0,839
2023-07-16,Account B,VFINX,crypto,Tech,37.76,270.47,10212.95,0.03,0.0,3.0,681
2023-05-11,Account B,VFINX,crypto,Tech,18.21,185.98,3386.7,0.04,0.0,4.0,747
2023-02-02,Account B,VFINX,crypto,Tech,46.12,108.09,4985.11,-0.05,0.0,-5.0,845
2023-03-20,Account B,VFINX,stock,Finance,11.17,395.31,4415.61,0.25,2.34,25.0,799
2023-12-17,Account B,VFINX,mutual fund,Consumer,23.85,1152.83,27495.0,-0.12,2.44,-12.0,527
2023-05-18,Account B,VFINX,mutual fund,Energy,22.07,915.52,20205.53,0.3,3.85,30.0,740
2023-02-10,Account B,VFINX,stock,Energy,20.5,1249.95,25623.98,-0.11,0.15,-11.0,837
2023-10-11,Account B,VFINX,mutual fund,Energy,11.02,543.6,5990.47,0.06,3.08,6.0,594
2023-07-23,Account B,VFINX,stock,Healthcare,45.62,789.29,36007.41,0.05,0.25,5.0,674
2023-08-21,Account B,VFINX,stock,Finance,2.71,849.18,2301.28,0.02,4.2,2.0,645
2023-12-20,Account B,VFINX,crypto,Finance,8.87,86.21,764.68,0.02,0.0,2.0,524
2023-07-25,Account B,VFINX,mutual fund,Tech,12.64,121.94,1541.32,0.16,0.56,16.0,672
2023-12-13,Account B,VFINX,stock,Energy,30.81,457.52,14096.19,-0.11,1.9,-11.0,531
2023-04-19,Account B,VFINX,stock,Finance,40.27,618.54,24908.61,0.18,0.63,18.0,769
2023-08-04,Account B,VFINX,stock,Tech,38.87,393.55,15297.29,0.14,2.83,14.000000000000002,662
2023-05-09,Account B,VFINX,mutual fund,Finance,46.53,611.62,28458.68,-0.17,0.1,-17.0,749
2023-04-13,Account B,VFINX,crypto,Healthcare,41.52,810.87,33667.32,0.19,0.0,19.0,775
2023-01-05,Account B,VFINX,stock,Consumer,12.49,550.37,6874.12,-0.18,4.81,-18.0,873
2023-01-19,Account B,VFINX,mutual fund,Tech,33.73,1403.15,47328.25,-0.07,3.06,-7.000000000000001,859
2023-06-25,Account B,VFINX,mutual fund,Energy,34.25,510.45,17482.91,0.22,4.74,22.0,702
2023-10-12,Account B,VFINX,crypto,Healthcare,44.36,1121.65,49756.39,-0.06,0.0,-6.0,593
2023-02-19,Account B,VFINX,stock,Finance,14.8,1446.87,21413.68,-0.19,3.58,-19.0,828
2023-12-03,Account B,VFINX,mutual fund,Consumer,35.61,952.9,33932.77,0.3,1.56,30.0,541
2023-01-21,Account B,VFINX,stock,Finance,17.66,164.46,2904.36,0.02,1.31,2.0,857
2023-12-24,Account B,VFINX,stock,Healthcare,17.83,1260.13,22468.12,0.27,0.93,27.0,520
2023-10-06,Account B,VFINX,mutual fund,Energy,19.25,1396.51,26882.82,-0.17,0.46,-17.0,599
2023-10-01,Account B,VTSAX,stock,Healthcare,8.98,913.06,8199.28,-0.12,4.84,-12.0,604
2023-07-01,Account B,VTSAX,mutual fund,Finance,22.89,777.2,17790.11,-0.08,2.35,-8.0,696
2023-12-03,Account B,VTSAX,stock,Tech,33.43,1139.21,38083.79,0.18,2.89,18.0,541
2023-01-25,Account B,VTSAX,stock,Tech,45.31,1235.24,55968.72,0.18,0.28,18.0,853
2023-07-02,Account B,VTSAX,crypto,Healthcare,1.34,358.05,479.79,0.13,0.0,13.0,695
2023-12-29,Account B,VTSAX,crypto,Tech,21.15,633.49,13398.31,0.24,0.0,24.0,515
2023-12-13,Account B,VTSAX,stock,Energy,44.88,1368.3,61409.3,-0.04,3.46,-4.0,531
2023-01-14,Account B,VTSAX,mutual fund,Consumer,14.31,326.38,4670.5,-0.11,1.71,-11.0,864
2023-04-09,Account B,VTSAX,crypto,Healthcare,22.07,1254.88,27695.2,-0.14,0.0,-14.000000000000002,779
2023-12-19,Account B,VTSAX,stock,Healthcare,37.01,820.61,30370.78,-0.06,2.46,-6.0,525
2023-02-04,Account B,VTSAX,stock,Consumer,15.7,914.32,14354.82,0.02,0.82,2.0,843
2023-09-27,Account B,VTSAX,crypto,Energy,6.71,842.71,5654.58,0.25,0.0,25.0,608
2023-10-23,Account B,VTSAX,stock,Healthcare,17.85,1112.85,19864.37,0.13,4.66,13.0,582
2023-01-06,Account B,VTSAX,stock,Consumer,41.23,871.58,35935.24,0.13,4.49,13.0,872
2023-03-16,Account B,VTSAX,mutual fund,Consumer,20.58,523.85,10780.83,-0.19,4.13,-19.0,803
2023-11-04,Account B,VTSAX,stock,Healthcare,40.25,201.46,8108.77,0.09,2.32,9.0,570
2023-07-05,Account B,VTSAX,mutual fund,Consumer,6.82,1471.82,10037.81,-0.09,0.34,-9.0,692
